3335325031	25
3335325091	20
3335325150	25
3335325211	20
3335325271	14
3335325330	18
3335325390	15
3335325450	22
3335325510	19
3335325570	21
3335325630	21
3335325690	23
3335325750	11
3335325810	19
3335325870	23
3335325930	19
3335325990	19
3335326050	23
3335326110	12
3335326170	21
3335326230	15
3335326290	16
3335326350	20
3335326410	16
3335326470	20
3335326530	28
3335326590	18
3335326650	18
3335326710      12
